Genes	Transcript_Length	GC_Content
14149	ENSG00000240766	491	44.56
3918	ENSG00000240767	291	53.61
24416	ENSG00000240770	717	39.23
10686	ENSG00000240771	2552	56.4
10083	ENSG00000240787	417	58.99
12147	ENSG00000240793	384	52.6
3320	ENSG00000240808	290	43.1
26008	ENSG00000240823	275	57.09
6156	ENSG00000240828	479	44.26
22509	ENSG00000240849	7714	52.37
3916	ENSG00000240853	300	54
16018	ENSG00000240857	1587	41.88
25847	ENSG00000240859	5008	51.2
16725	ENSG00000240861	496	50.6
16669	ENSG00000240864	378	48.31
38	ENSG00000240869	305	51.8
8806	ENSG00000240875	3306	39.71
3522	ENSG00000240877	297	67.34
6190	ENSG00000240888	441	49.08
2495	ENSG00000240889	1648	55.74
11639	ENSG00000240891	7710	39.37
18945	ENSG00000240898	483	44.72
6559	ENSG00000240925	332	45.18
7551	ENSG00000240935	700	39.72
6657	ENSG00000240954	1278	46.64
5671	ENSG00000240966	292	54.45
9287	ENSG00000240970	435	48.97
21201	ENSG00000240972	939	69.2
13608	ENSG00000240974	208	39.9
13897	ENSG00000240996	667	36.1
8237	ENSG00000241007	1143	38.23
8593	ENSG00000241014	1887	55.59
16448	ENSG00000241015	2920	45.51
8172	ENSG00000241030	453	54.23
6936	ENSG00000241035	358	46.09
14395	ENSG00000241052	460	45.22
20345	ENSG00000241057	1148	54.6
23307	ENSG00000241058	2201	40.26
10160	ENSG00000241067	413	50.2
21127	ENSG00000241104	1721	41.17
25069	ENSG00000241106	1514	45.19
7140	ENSG00000241112	428	55.14
4586	ENSG00000241120	288	43.06
18213	ENSG00000241127	968	40.07
17555	ENSG00000241134	359	37.05
1588	ENSG00000241135	791	44.87
23793	ENSG00000241157	360	46.39
12681	ENSG00000241163	2506	45.4
9766	ENSG00000241168	1834	34.47
8284	ENSG00000241169	428	43.77
24596	ENSG00000241170	723	40.36
23268	ENSG00000241179	355	40.28
15844	ENSG00000241186	2513	45.44
145	ENSG00000241217	297	50.84
4941	ENSG00000241219	1253	42.43
26128	ENSG00000241229	290	53.45
7101	ENSG00000241233	1183	59.59
26082	ENSG00000241243	285	50.88
16889	ENSG00000241255	402	44.53
18209	ENSG00000241258	3139	45
10851	ENSG00000241288	1996	45.61
23754	ENSG00000241294	390	45.5
4042	ENSG00000241313	1700	53.12
875	ENSG00000241316	2226	38.32
350	ENSG00000241318	928	46.01
23203	ENSG00000241322	3016	43.4
5684	ENSG00000241333	276	54.35
9083	ENSG00000241343	2240	41.83
16662	ENSG00000241351	392	49.91
21766	ENSG00000241352	759	44.14
9094	ENSG00000241360	2010	55.3
6818	ENSG00000241370	1492	53.76
7884	ENSG00000241388	2455	49.08
5346	ENSG00000241395	296	55.07
10847	ENSG00000241399	3866	38.74
6117	ENSG00000241400	362	45.3
24286	ENSG00000241404	2441	55.93
14291	ENSG00000241409	851	35.79
6023	ENSG00000241420	293	54.61
254	ENSG00000241429	1267	45.62
7402	ENSG00000241438	448	50.67
26027	ENSG00000241461	300	52
22041	ENSG00000241468	774	53.67
6381	ENSG00000241472	2661	37.73
4212	ENSG00000241484	2905	51.22
11967	ENSG00000241489	2635	46.6
2509	ENSG00000241490	3023	42.55
903	ENSG00000241506	1320	45.76
1391	ENSG00000241511	396	44.95
2362	ENSG00000241520	976	46.6
18249	ENSG00000241525	887	50.98
22955	ENSG00000241527	905	61.75
8837	ENSG00000241535	561	39.57
8255	ENSG00000241537	933	38.37
2735	ENSG00000241544	1497	45.36
9658	ENSG00000241546	348	45.11
3963	ENSG00000241547	468	55.56
19477	ENSG00000241549	1457	39.56
20251	ENSG00000241553	2582	48.44
14368	ENSG00000241560	1687	39.74
9168	ENSG00000241563	1130	47.16
1224	ENSG00000241568	293	50.85
4692	ENSG00000241587	298	52.35
344	ENSG00000241627	1801	60.08
10226	ENSG00000241634	509	50.49
24698	ENSG00000241640	467	45.19
17210	ENSG00000241641	431	47.15
10630	ENSG00000241644	2559	50.11
12943	ENSG00000241651	599	49.58
4532	ENSG00000241657	408	49.2
8581	ENSG00000241666	2523	54.26
15261	ENSG00000241678	479	41.96
2181	ENSG00000241679	529	40.3
13445	ENSG00000241684	3691	39.93
22445	ENSG00000241685	1565	45.22
19787	ENSG00000241697	2611	39.38
8017	ENSG00000241723	613	49.92
2146	ENSG00000241735	1027	42.9
11419	ENSG00000241738	1951	37.72
4222	ENSG00000241749	1144	41
16658	ENSG00000241755	409	49.81
9950	ENSG00000241764	657	56.77
16111	ENSG00000241769	2347	52.08
20936	ENSG00000241772	744	32.74
4228	ENSG00000241782	474	43.46
26130	ENSG00000241785	284	50.7
19986	ENSG00000241818	461	43.45
722	ENSG00000241825	679	45.33
20389	ENSG00000241832	1915	51.67
4393	ENSG00000241837	2839	43.51
13607	ENSG00000241839	3720	53.96
13486	ENSG00000241852	2021	60.59
21449	ENSG00000241860	4860	44.96
8117	ENSG00000241868	271	54.61
2687	ENSG00000241869	273	50.92
542	ENSG00000241878	2669	51.17
17853	ENSG00000241886	562	37.46
17611	ENSG00000241889	734	53
13763	ENSG00000241890	562	49.29
5985	ENSG00000241907	355	42.54
18913	ENSG00000241913	170	42.94
14454	ENSG00000241935	2581	48.67
26033	ENSG00000241939	305	51.48
17581	ENSG00000241945	4564	56.95
3277	ENSG00000241954	444	50.87
20579	ENSG00000241956	1618	35.56
25782	ENSG00000241962	1947	41.24
26092	ENSG00000241963	298	52.35
5018	ENSG00000241973	6752	47.81
1720	ENSG00000241975	318	42.14
19722	ENSG00000241978	6866	43.07
11811	ENSG00000241981	463	43.84
8416	ENSG00000241984	740	50.86
9470	ENSG00000241990	877	55.48
21361	ENSG00000241991	358	40.22
15722	ENSG00000242028	4777	49.58
9684	ENSG00000242042	964	57.61
963	ENSG00000242049	1798	55.04
24479	ENSG00000242071	801	53.06
6733	ENSG00000242085	354	49.44
1664	ENSG00000242086	4208	48.33
3775	ENSG00000242094	3539	36.74
19299	ENSG00000242100	620	43.23
10969	ENSG00000242110	4153	41.36
23245	ENSG00000242114	1370	56.98
800	ENSG00000242125	2614	46.41
9424	ENSG00000242134	709	39.21
10637	ENSG00000242154	546	38.97
3	ENSG00000242170	299	52.84
20593	ENSG00000242173	1272	63.5
5008	ENSG00000242175	300	55
25936	ENSG00000242182	299	50.84
6749	ENSG00000242193	2921	40.62
20636	ENSG00000242198	347	48.99
3589	ENSG00000242199	337	47.18
6941	ENSG00000242220	2695	50.2
25974	ENSG00000242241	296	54.73
18516	ENSG00000242247	2857	45
3546	ENSG00000242251	297	52.19
6061	ENSG00000242252	931	63.38
3930	ENSG00000242256	290	51.72
13157	ENSG00000242258	2043	45.13
23346	ENSG00000242259	3350	47.03
21511	ENSG00000242265	6618	43.22
2442	ENSG00000242267	817	39.49
10225	ENSG00000242282	914	52.64
22048	ENSG00000242288	3810	41.68
5755	ENSG00000242294	1255	47.29
15809	ENSG00000242299	459	52.51
16718	ENSG00000242307	348	48.85
12869	ENSG00000242318	474	40.72
15327	ENSG00000242325	398	50.25
2314	ENSG00000242330	270	52.96
12662	ENSG00000242337	1573	43.65
22459	ENSG00000242338	1716	39.67
5208	ENSG00000242349	1032	50.67
1862	ENSG00000242372	1289	52.05
26126	ENSG00000242398	280	50.71
23256	ENSG00000242412	1692	45.21
4927	ENSG00000242419	4623	51.82
6868	ENSG00000242445	799	54.19
7581	ENSG00000242457	1264	43.28
10304	ENSG00000242472	49	65.31
17707	ENSG00000242474	746	48.7
9814	ENSG00000242485	1693	53.09
23003	ENSG00000242488	958	50.94
935	ENSG00000242498	7591	49.81
18180	ENSG00000242507	1307	48.99
846	ENSG00000242510	381	46.19
5918	ENSG00000242516	2126	40.65
1815	ENSG00000242522	503	40.76
8997	ENSG00000242531	131	38.17
5848	ENSG00000242539	1697	38.14
15302	ENSG00000242550	2122	36.52
1015	ENSG00000242551	990	50.73
20911	ENSG00000242553	520	46.67
14517	ENSG00000242574	4569	45.17
8273	ENSG00000242588	1107	41.32
23659	ENSG00000242600	1424	51.6
20672	ENSG00000242602	318	44.97
24469	ENSG00000242612	2062	56.95
21428	ENSG00000242615	1517	38.76
21460	ENSG00000242616	1491	46.6
9649	ENSG00000242622	982	41.62
17276	ENSG00000242628	432	44.25
3449	ENSG00000242634	392	41.58
723	ENSG00000242641	7308	35.58
21212	ENSG00000242659	303	57.91
3062	ENSG00000242686	2120	61.53
3476	ENSG00000242689	1894	41.59
25932	ENSG00000242707	267	51.69
2622	ENSG00000242715	5944	37.97
41	ENSG00000242719	282	50.35
4776	ENSG00000242732	4339	54.99
7951	ENSG00000242737	359	42.62
5308	ENSG00000242759	2718	37.81
14188	ENSG00000242767	675	35.66
18818	ENSG00000242779	2990	45.63
15171	ENSG00000242797	697	57.65
13395	ENSG00000242798	572	51.6
3466	ENSG00000242802	5660	58.29
2159	ENSG00000242808	4109	37.9
11510	ENSG00000242852	4910	44.47
4708	ENSG00000242853	290	55.86
8714	ENSG00000242861	348	55.02
21575	ENSG00000242866	5515	51.03
3929	ENSG00000242876	279	52.69
186	ENSG00000242888	814	52.33
25994	ENSG00000242889	286	55.94
6006	ENSG00000242893	297	51.18
21810	ENSG00000242931	708	43.64
3736	ENSG00000242950	3352	46.75
18236	ENSG00000242951	402	42.54
25776	ENSG00000242958	316	44.62
21790	ENSG00000242970	345	51.88
10516	ENSG00000242992	553	47.56
7330	ENSG00000242999	300	53.67
1229	ENSG00000243005	269	53.16
133	ENSG00000243015	282	51.42
7181	ENSG00000243040	2042	36.56
24730	ENSG00000243053	379	44.06
18273	ENSG00000243055	651	37.91
1399	ENSG00000243056	691	55.78
20405	ENSG00000243064	4080	36.49
2202	ENSG00000243069	2598	38
4171	ENSG00000243083	2693	46.99
10960	ENSG00000243094	404	46.04
6348	ENSG00000243107	1589	38.79
8311	ENSG00000243147	729	39.12
12991	ENSG00000243155	2424	50.2
24789	ENSG00000243156	9445	49.78
8180	ENSG00000243176	567	39.16
2261	ENSG00000243179	815	44.87
12018	ENSG00000243199	870	46.44
775	ENSG00000243207	2661	60.07
14642	ENSG00000243224	1101	54.35
7983	ENSG00000243227	297	46.8
22119	ENSG00000243238	390	48.28
2874	ENSG00000243243	842	37.47
11064	ENSG00000243244	5614	45.18
17606	ENSG00000243250	655	43.97
1225	ENSG00000243254	299	51.17
26039	ENSG00000243260	299	49.5
17872	ENSG00000243279	1334	60.94
5148	ENSG00000243280	313	44.09
10146	ENSG00000243284	1818	56.31
16663	ENSG00000243290	398	50.38
6699	ENSG00000243302	1150	58.96
19484	ENSG00000243307	1826	61.12
26161	ENSG00000243313	264	51.89
1577	ENSG00000243314	374	42.78
5269	ENSG00000243316	3222	45.38
12864	ENSG00000243317	2450	43.1
6815	ENSG00000243323	5067	55.08
7322	ENSG00000243333	289	55.02
5495	ENSG00000243335	5951	47.34
135	ENSG00000243339	297	51.52
4335	ENSG00000243364	1263	54.15
1652	ENSG00000243368	765	41.63
16545	ENSG00000243389	425	44.52
147	ENSG00000243398	266	54.51
18940	ENSG00000243402	575	48.17
17836	ENSG00000243404	323	45.51
2492	ENSG00000243406	3494	39.42
12391	ENSG00000243414	3049	38.26
5110	ENSG00000243417	777	43.2
23531	ENSG00000243423	271	45.76
10277	ENSG00000243431	891	42.87
8396	ENSG00000243433	511	49.79
7680	ENSG00000243437	295	51.19
19704	ENSG00000243444	4492	41.47
23090	ENSG00000243449	477	69.21
16611	ENSG00000243466	532	50.99
8365	ENSG00000243468	846	61.51
10498	ENSG00000243477	1820	61.23
15802	ENSG00000243480	1862	33.89
16540	ENSG00000243491	1947	51.35
5626	ENSG00000243498	211	57.35
3576	ENSG00000243508	713	41.37
23239	ENSG00000243509	1141	65
118	ENSG00000243544	303	52.15
21890	ENSG00000243554	447	46.12
15309	ENSG00000243566	2373	63.57
13261	ENSG00000243609	846	55.79
6086	ENSG00000243629	2018	44.84
7404	ENSG00000243646	2132	46.79
8613	ENSG00000243649	2862	52.62
9097	ENSG00000243650	286	51.75
3968	ENSG00000243659	282	45.74
18193	ENSG00000243660	2745	46.86
10593	ENSG00000243661	896	55.58
24077	ENSG00000243663	781	46.48
14116	ENSG00000243667	2626	39.84
8217	ENSG00000243678	866	52.1
10439	ENSG00000243679	754	67.24
2712	ENSG00000243687	331	41.99
13808	ENSG00000243696	5640	56
1911	ENSG00000243697	796	52.89
12840	ENSG00000243701	2737	38.56
22286	ENSG00000243708	3035	60.49
8742	ENSG00000243709	1626	50.49
9459	ENSG00000243710	4244	44.04
14577	ENSG00000243716	5708	43.89
8498	ENSG00000243721	471	46.92
8855	ENSG00000243725	2395	42.06
8150	ENSG00000243738	277	56.68
25045	ENSG00000243742	3525	51.11
8728	ENSG00000243746	1390	46.98
8599	ENSG00000243749	922	51.77
6811	ENSG00000243753	4587	41.18
5950	ENSG00000243759	1107	46.97
26108	ENSG00000243770	315	49.84
6938	ENSG00000243772	1590	48.09
706	ENSG00000243775	1195	45.34
18285	ENSG00000243789	1416	54.81
16965	ENSG00000243795	2502	41.58
9625	ENSG00000243811	2528	54.31
18837	ENSG00000243819	1756	45.27
24327	ENSG00000243829	584	59.25
10643	ENSG00000243836	751	60.18
17193	ENSG00000243849	686	36.96
5007	ENSG00000243883	287	52.96
9736	ENSG00000243896	2062	38.99
11113	ENSG00000243910	1380	49.65
9117	ENSG00000243911	242	52.89
7361	ENSG00000243926	735	43.54
22633	ENSG00000243927	3934	40.3
8565	ENSG00000243943	3703	41.21
26075	ENSG00000243954	298	53.69
26160	ENSG00000243959	294	53.06
6227	ENSG00000243960	723	41.95
7437	ENSG00000243970	2757	47.67
23598	ENSG00000243978	5426	42.87
21143	ENSG00000243979	558	45.57
12785	ENSG00000243989	1857	57.5
25758	ENSG00000244005	3012	46.45
12652	ENSG00000244026	2425	52.79
9618	ENSG00000244038	2126	50.61
2363	ENSG00000244040	5871	42.69
16356	ENSG00000244041	2811	51.89
8147	ENSG00000244044	292	55.82
16699	ENSG00000244045	3148	47.27
10396	ENSG00000244050	509	38.46
10640	ENSG00000244055	643	43.36
4412	ENSG00000244060	603	50.66
5246	ENSG00000244063	416	43.7
24716	ENSG00000244073	797	45.8
16737	ENSG00000244097	754	49.47
12691	ENSG00000244101	553	38.16
10985	ENSG00000244115	1448	43.44
13048	ENSG00000244119	720	45
8875	ENSG00000244124	376	43.12
14736	ENSG00000244134	380	51.84
9688	ENSG00000244151	1230	60.87
8810	ENSG00000244161	3709	50.4
736	ENSG00000244165	1943	62.43
11710	ENSG00000244167	373	42.36
10030	ENSG00000244184	472	50.54
23921	ENSG00000244187	839	62.59
4627	ENSG00000244198	856	41.15
9600	ENSG00000244203	700	38.53
4712	ENSG00000244218	261	52.11
16909	ENSG00000244219	1314	50.6
10093	ENSG00000244229	460	43.26
26104	ENSG00000244236	296	56.76
11279	ENSG00000244242	3807	55.19
89	ENSG00000244256	305	54.43
19072	ENSG00000244257	6805	62.65
9167	ENSG00000244265	441	56.64
9015	ENSG00000244273	407	43.24
3159	ENSG00000244274	1537	55.82
8664	ENSG00000244306	4667	41.31
7849	ENSG00000244313	498	54.22
2388	ENSG00000244327	765	32.18
17057	ENSG00000244332	645	37.13
4835	ENSG00000244342	1957	39.02
10760	ENSG00000244346	543	39.53
12940	ENSG00000244355	523	48.02
4988	ENSG00000244357	296	50.68
24318	ENSG00000244363	747	43.24
13622	ENSG00000244371	543	53.22
25180	ENSG00000244378	2057	46.54
1996	ENSG00000244391	307	49.84
3493	ENSG00000244398	321	46.73
5581	ENSG00000244405	4111	42.69
10455	ENSG00000244411	1408	54.83
14234	ENSG00000244414	1271	33.72
8122	ENSG00000244425	298	54.7
16667	ENSG00000244437	442	50.74
19672	ENSG00000244459	579	61.92
17686	ENSG00000244462	6662	39.8
18630	ENSG00000244476	3198	46.97
3854	ENSG00000244479	819	41.47
11777	ENSG00000244480	1393	50.32
12530	ENSG00000244482	2238	55.42
2404	ENSG00000244486	3248	63.11
9383	ENSG00000244490	565	39.12
10555	ENSG00000244493	327	41.26
5280	ENSG00000244509	2818	52.74
5858	ENSG00000244513	962	36.57
8798	ENSG00000244515	1270	55.91
3010	ENSG00000244535	347	41.5
8266	ENSG00000244540	328	43.29
10581	ENSG00000244556	1639	43.93
10445	ENSG00000244558	862	49.42
2591	ENSG00000244560	2804	55.62
23752	ENSG00000244575	382	48.02
18511	ENSG00000244588	1808	41.9
2369	ENSG00000244607	2943	48.72
18649	ENSG00000244617	2177	55.49
1200	ENSG00000244618	279	53.76
6304	ENSG00000244623	1071	47.71
16831	ENSG00000244625	1006	46.44
21641	ENSG00000244627	974	43.54
5868	ENSG00000244630	337	44.51
3501	ENSG00000244649	2091	43.47
5810	ENSG00000244668	476	50
1092	ENSG00000244675	2969	42.43
24415	ENSG00000244676	422	37.93
1758	ENSG00000244677	292	48.97
22763	ENSG00000244687	2536	44.49
2809	ENSG00000244691	643	50.54
13512	ENSG00000244693	2588	41.81
5241	ENSG00000244694	3232	36.75
9725	ENSG00000244701	770	40.81
152	ENSG00000244710	299	54.85
6793	ENSG00000244716	555	46.13
10020	ENSG00000244720	959	38.86
24502	ENSG00000244723	637	54.29
2231	ENSG00000244730	330	46.36
4354	ENSG00000244731	5460	52.28
24541	ENSG00000244733	1837	32.43
17046	ENSG00000244734	754	37.64
16542	ENSG00000244752	886	49.13
3363	ENSG00000244754	9427	39.02
25736	ENSG00000244879	16182	42.62
16338	ENSG00000244921	747	46.85
17499	ENSG00000244926	1906	40.55
2813	ENSG00000244932	517	50.16
3732	ENSG00000244945	1966	53.24
8892	ENSG00000244952	732	42.13
2023	ENSG00000245017	1825	44.32
327	ENSG00000245025	1945	53.15
16112	ENSG00000245060	1871	51.38
21142	ENSG00000245080	2632	45.79
18326	ENSG00000245105	2192	48.34
9588	ENSG00000245112	945	61.08
22981	ENSG00000245146	2769	39.61
14660	ENSG00000245148	1824	57.27
10457	ENSG00000245149	5654	41.48
13940	ENSG00000245156	2792	57.02
5416	ENSG00000245164	5330	38.06
21257	ENSG00000245205	1405	46.55
10318	ENSG00000245213	2036	39.86
22618	ENSG00000245248	2486	47.74
6214	ENSG00000245275	1039	45.08
23545	ENSG00000245281	1052	40.7
21632	ENSG00000245311	804	38.63
2792	ENSG00000245317	1454	46.28
11709	ENSG00000245322	769	38.8
11523	ENSG00000245468	2146	48.52
13598	ENSG00000245479	1295	45.75
19191	ENSG00000245498	2886	43.42
25626	ENSG00000245522	2311	55.96
11985	ENSG00000245526	3558	38.04
10569	ENSG00000245532	22743	44.06
18767	ENSG00000245534	869	40.18
15527	ENSG00000245552	1926	37.22
11403	ENSG00000245556	1479	42.36
5550	ENSG00000245571	2110	42.04
23416	ENSG00000245573	2324	39.46
21711	ENSG00000245598	1304	50.04
4839	ENSG00000245614	2031	44.82
14820	ENSG00000245648	2830	37.24
25839	ENSG00000245667	560	47.06
13527	ENSG00000245680	6210	42.21
8776	ENSG00000245685	979	41.49
14762	ENSG00000245694	2601	39.73
22100	ENSG00000245711	720	37.26
24954	ENSG00000245729	1587	38.94
17267	ENSG00000245748	4300	52.74
12065	ENSG00000245750	9011	46.45
11084	ENSG00000245812	2664	44.54
21551	ENSG00000245848	2631	65.94
15372	ENSG00000245849	1151	45.04
3486	ENSG00000245869	1646	53.68
21975	ENSG00000245888	2594	44.09
3998	ENSG00000245904	5699	39.81
13562	ENSG00000245910	648	44.54
3028	ENSG00000245928	1685	41.47
5905	ENSG00000245937	2977	37.74
1714	ENSG00000245954	1592	46.16
5947	ENSG00000245958	2376	36.55
10010	ENSG00000245970	1989	38.56
24557	ENSG00000245975	1396	45.68
19910	ENSG00000246067	1116	40.04
9654	ENSG00000246082	2208	47.69
1733	ENSG00000246084	1115	42.72
11662	ENSG00000246089	2413	49.69
13447	ENSG00000246090	4825	38.9
328	ENSG00000246130	2636	48
10908	ENSG00000246145	4366	41.12
6650	ENSG00000246174	1789	47.55
7701	ENSG00000246203	2505	45.18
15141	ENSG00000246214	1674	47.66
5913	ENSG00000246223	2455	43.13
18817	ENSG00000246225	2029	36.33
8530	ENSG00000246250	2190	40.13
22709	ENSG00000246263	2048	40.11
23120	ENSG00000246273	2709	44.08
16845	ENSG00000246308	2335	39.66
20164	ENSG00000246323	1253	47.18
3410	ENSG00000246334	741	58.75
21362	ENSG00000246339	3691	48.13
4030	ENSG00000246363	2941	36.48
17302	ENSG00000246366	3716	39.33
1923	ENSG00000246375	1654	41.28
19756	ENSG00000246379	2678	38.46
9496	ENSG00000246422	2480	38.13
25554	ENSG00000246430	2366	41.77
1271	ENSG00000246451	1404	46.8
13162	ENSG00000246465	2481	49.16
8737	ENSG00000246477	5856	38.67
11040	ENSG00000246526	1821	55.99
10751	ENSG00000246528	1256	44.41
16131	ENSG00000246548	2924	49.57
4908	ENSG00000246560	883	39.07
11554	ENSG00000246575	704	58.97
8862	ENSG00000246582	1970	44.78
7801	ENSG00000246596	1805	41.11
19531	ENSG00000246627	2191	54.44
8732	ENSG00000246640	2533	51.18
19273	ENSG00000246695	2610	43.94
4821	ENSG00000246705	3107	45.61
16834	ENSG00000246731	2501	56.23
19762	ENSG00000246763	2034	47.38
7047	ENSG00000246790	2908	49.97
24786	ENSG00000246792	3473	40.62
15206	ENSG00000246851	3084	37.36
20696	ENSG00000246859	5525	39.54
2531	ENSG00000246889	2602	46.87
20437	ENSG00000246898	2147	38.23
20284	ENSG00000246922	7377	48.85
21742	ENSG00000246982	1230	40.1
4096	ENSG00000246985	3325	42.92
3102	ENSG00000247011	2054	51.57
961	ENSG00000247077	2834	55.09
19016	ENSG00000247081	1353	41.02
898	ENSG00000247092	1531	47.24
16599	ENSG00000247095	1965	61.54
9970	ENSG00000247121	2245	39.5
2915	ENSG00000247134	737	37.05
20882	ENSG00000247137	2295	40.91
498	ENSG00000247151	2031	40.6
21915	ENSG00000247157	3673	40.07
11984	ENSG00000247193	1448	37.7
23327	ENSG00000247199	2033	37.23
21190	ENSG00000247228	2242	49.24
6289	ENSG00000247240	1612	43.8
16844	ENSG00000247271	1071	40.5
16581	ENSG00000247287	4499	43.1
10916	ENSG00000247315	3354	55.16
20220	ENSG00000247317	1781	48.96
1653	ENSG00000247324	2793	44.43
19428	ENSG00000247345	729	39.11
719	ENSG00000247363	1733	42.44
9302	ENSG00000247373	8279	49.36
19868	ENSG00000247400	2908	38.92
21605	ENSG00000247473	2664	47.09
14353	ENSG00000247498	1746	42.93
24958	ENSG00000247516	3239	40.34
17866	ENSG00000247556	8829	41.46
21285	ENSG00000247572	2463	41.97
16952	ENSG00000247595	1437	43.98
14644	ENSG00000247596	1718	59.9
21373	ENSG00000247624	1806	37.18
18552	ENSG00000247626	3019	48.39
12048	ENSG00000247627	1377	44.3
19895	ENSG00000247675	1504	44.9
11482	ENSG00000247679	1751	45.07
19255	ENSG00000247708	3047	45.62
12561	ENSG00000247728	970	41.21
12183	ENSG00000247735	1762	47.76
20660	ENSG00000247746	4407	42.6
23790	ENSG00000247765	2165	39.24
1859	ENSG00000247774	2494	42.57
11290	ENSG00000247796	3137	40.87
21600	ENSG00000247828	1101	37.29
5621	ENSG00000247853	2196	47.32
23340	ENSG00000247877	1569	34.87
21074	ENSG00000247903	2549	39.3
586	ENSG00000247911	195	44.62
13936	ENSG00000247925	704	43.29
25862	ENSG00000247934	2409	37.35
13693	ENSG00000247950	1433	40.71
515	ENSG00000247970	1039	52.49
21094	ENSG00000247982	2530	49.29
4332	ENSG00000248008	1901	46.25
20728	ENSG00000248015	3571	63.03
887	ENSG00000248019	3210	39.59
7832	ENSG00000248049	3352	37.13
15721	ENSG00000248079	1477	37.09
6472	ENSG00000248092	4769	41.09
21244	ENSG00000248098	2103	52.32
8409	ENSG00000248099	899	53.07
13909	ENSG00000248100	2639	42.56
18200	ENSG00000248115	2517	42.94
3217	ENSG00000248121	570	37.46
19153	ENSG00000248124	3645	41.35
14915	ENSG00000248150	2120	41.62
12499	ENSG00000248155	277	45.13
15979	ENSG00000248161	673	38.25
10907	ENSG00000248180	995	51.66
11382	ENSG00000248192	648	38.73
12830	ENSG00000248196	891	50.39
4506	ENSG00000248213	2813	61.11
19402	ENSG00000248216	1170	41.97
19284	ENSG00000248221	542	41.2
3837	ENSG00000248240	512	45.83
11838	ENSG00000248243	713	50.43
1665	ENSG00000248254	601	38.42
17747	ENSG00000248256	265	36.91
13645	ENSG00000248265	3942	48.04
20214	ENSG00000248268	565	36.84
14210	ENSG00000248275	807	49.04
5893	ENSG00000248278	738	48.32
6740	ENSG00000248283	969	48.61
24053	ENSG00000248288	737	46.11
13319	ENSG00000248309	2350	35.98
12111	ENSG00000248318	1973	40.37
1008	ENSG00000248319	4365	42.58
10060	ENSG00000248323	2672	42.16
7096	ENSG00000248333	2998	51.91
11223	ENSG00000248334	5482	39.62
17903	ENSG00000248340	743	58.68
4445	ENSG00000248356	745	40.68
4463	ENSG00000248358	570	44.48
23591	ENSG00000248360	4672	39.48
10507	ENSG00000248366	63	42.86
25754	ENSG00000248367	393	51.67
6191	ENSG00000248374	684	42.37
10196	ENSG00000248375	751	42.21
5321	ENSG00000248401	1028	57.39
5234	ENSG00000248405	2043	52.76
25468	ENSG00000248415	1005	52.04
11748	ENSG00000248416	569	65.91
25178	ENSG00000248445	862	39.5
3814	ENSG00000248449	2873	50.68
8502	ENSG00000248458	1156	38.22
17623	ENSG00000248466	667	54.72
13346	ENSG00000248473	411	58.12
21363	ENSG00000248476	821	43.74
15628	ENSG00000248483	8418	39.7
1406	ENSG00000248485	1424	45.82
6884	ENSG00000248487	1113	54.78
22190	ENSG00000248489	478	39.81
7170	ENSG00000248492	939	41.66
20156	ENSG00000248503	2363	39.27
23242	ENSG00000248508	2317	49.25
13508	ENSG00000248510	1687	35.33
12676	ENSG00000248521	998	55.01
24658	ENSG00000248522	5631	60.74
23094	ENSG00000248527	681	43.91
14164	ENSG00000248540	2924	56.18
19208	ENSG00000248544	1932	43.57
5775	ENSG00000248550	2428	39.51
9719	ENSG00000248554	572	44.5
14641	ENSG00000248559	520	44.13
7070	ENSG00000248564	487	63.24
9273	ENSG00000248571	2371	38.82
19154	ENSG00000248585	791	42.83
3878	ENSG00000248592	5280	48.77
18096	ENSG00000248593	1105	46.24
7935	ENSG00000248596	3632	43.36
10742	ENSG00000248599	1948	46.45
5957	ENSG00000248632	1416	38.63
7646	ENSG00000248641	324	58.33
3374	ENSG00000248643	2034	47.43
23099	ENSG00000248648	247	43.72
6506	ENSG00000248664	946	38.47
1157	ENSG00000248668	1731	48.87
10427	ENSG00000248671	2165	47.16
10613	ENSG00000248672	5650	38.37
18547	ENSG00000248693	238	36.25
5984	ENSG00000248696	370	43.24
16406	ENSG00000248698	1984	39.77
20024	ENSG00000248712	1701	50.84
13216	ENSG00000248714	601	50.26
8887	ENSG00000248719	566	52.71
20843	ENSG00000248734	993	40.39
3685	ENSG00000248746	3084	56.47
14011	ENSG00000248751	1974	59.12
3035	ENSG00000248771	3123	38.66
8190	ENSG00000248773	393	33.4
9213	ENSG00000248774	521	35.99
10867	ENSG00000248785	282	43.62
20838	ENSG00000248791	1294	35.94
21723	ENSG00000248794	270	44.44
10430	ENSG00000248801	1600	40.02
2217	ENSG00000248839	388	47.96
16243	ENSG00000248848	1362	44.2
8424	ENSG00000248863	997	42.39
22197	ENSG00000248866	1048	49.93
22578	ENSG00000248871	1816	54.62
16783	ENSG00000248874	1984	35
22431	ENSG00000248885	1271	39.99
10414	ENSG00000248890	1094	38.13
12884	ENSG00000248896	821	44.72
20675	ENSG00000248898	593	37.81
23820	ENSG00000248905	13529	39.64
7870	ENSG00000248908	2290	35.88
18616	ENSG00000248919	2491	53.36
25697	ENSG00000248923	1812	44.48
20864	ENSG00000248925	522	53.16
9323	ENSG00000248926	781	41.36
728	ENSG00000248932	602	42.28
18948	ENSG00000248936	534	48.04
