Genes	Transcript_Length	GC_Content
3350	ENSG00000207820	106	41.51
3345	ENSG00000207870	110	47.27
2407	ENSG00000207963	96	32.29
6043	ENSG00000207980	73	57.53
3793	ENSG00000207997	94	32.98
3995	ENSG00000208018	94	56.38
2416	ENSG00000208028	97	40.21
2412	ENSG00000208772	137	54.01
6042	ENSG00000209042	89	41.57
3596	ENSG00000209582	135	53.33
24	ENSG00000210082	1559	42.81
38	ENSG00000210196	68	33.82
815	ENSG00000210825	126	32.54
12866	ENSG00000211445	1757	53.03
18056	ENSG00000211450	1454	51.67
2326	ENSG00000211451	1599	44.54
1637	ENSG00000211452	1861	47.96
3282	ENSG00000211454	1984	52.23
10449	ENSG00000211455	5068	37.77
18150	ENSG00000211456	4661	37.99
23	ENSG00000211459	954	45.49
6581	ENSG00000211460	3420	44
2409	ENSG00000211513	53	54.72
5791	ENSG00000211578	111	55.86
433	ENSG00000211584	3010	52.68
12572	ENSG00000211592	523	53.35
16608	ENSG00000211593	38	52.63
16436	ENSG00000211594	37	56.76
11396	ENSG00000211598	538	44.25
11398	ENSG00000211599	408	42.86
14099	ENSG00000211637	419	58.26
14111	ENSG00000211638	414	54
14108	ENSG00000211639	362	55.28
14105	ENSG00000211640	353	56.49
14097	ENSG00000211642	365	43.07
14513	ENSG00000211644	389	57.23
14644	ENSG00000211648	407	57.66
12578	ENSG00000211649	385	53.38
16449	ENSG00000211650	397	53.27
12588	ENSG00000211651	467	56.53
12589	ENSG00000211652	385	53.39
12591	ENSG00000211653	407	58.8
12593	ENSG00000211654	374	54.03
12566	ENSG00000211658	377	57.42
16426	ENSG00000211659	380	57.69
10290	ENSG00000211660	502	60.26
10292	ENSG00000211662	602	54.32
10339	ENSG00000211663	377	55.26
10344	ENSG00000211666	402	58.96
10345	ENSG00000211667	356	56.92
10394	ENSG00000211668	400	58.03
10396	ENSG00000211669	382	57.2
10398	ENSG00000211670	461	58.37
10539	ENSG00000211673	398	59.04
10545	ENSG00000211675	460	58.26
10546	ENSG00000211677	462	57.36
10549	ENSG00000211679	462	57.14
8325	ENSG00000211689	2730	38.69
10907	ENSG00000211694	512	45.31
9265	ENSG00000211695	1735	48.35
11191	ENSG00000211696	468	46.37
8327	ENSG00000211697	552	49.25
9804	ENSG00000211698	688	51.56
8930	ENSG00000211699	537	49.46
966	ENSG00000211701	465	47.95
5479	ENSG00000211706	401	53.67
3526	ENSG00000211710	373	50.52
4147	ENSG00000211713	365	51.75
4146	ENSG00000211714	397	54.97
3090	ENSG00000211716	390	51.72
4469	ENSG00000211717	412	53.28
8710	ENSG00000211721	410	54.78
6389	ENSG00000211724	388	53.67
2558	ENSG00000211727	392	51.85
2557	ENSG00000211728	384	56.41
4149	ENSG00000211734	652	56.11
7321	ENSG00000211745	455	52.04
8642	ENSG00000211746	552	50.88
7114	ENSG00000211747	413	55.53
1510	ENSG00000211749	347	44.58
9324	ENSG00000211750	381	46.39
8123	ENSG00000211751	760	54.27
4719	ENSG00000211752	387	51.36
3504	ENSG00000211753	364	47.5
11091	ENSG00000211764	50	60
15514	ENSG00000211765	51	56.86
9065	ENSG00000211766	46	69.57
12646	ENSG00000211767	49	59.18
16057	ENSG00000211768	50	60
7765	ENSG00000211770	53	69.81
12806	ENSG00000211771	47	65.96
6866	ENSG00000211772	758	52.99
6191	ENSG00000211776	348	45.51
1469	ENSG00000211777	519	52.38
3201	ENSG00000211778	395	47.29
6966	ENSG00000211779	352	43.56
3025	ENSG00000211782	473	45.83
3454	ENSG00000211785	340	44.67
1428	ENSG00000211786	566	51.68
3934	ENSG00000211787	341	47.44
6324	ENSG00000211788	360	41.94
4400	ENSG00000211789	445	42.57
4917	ENSG00000211790	469	51.34
4387	ENSG00000211791	410	41.12
7225	ENSG00000211792	425	43.29
707	ENSG00000211793	394	43.02
3422	ENSG00000211794	399	44.03
4906	ENSG00000211795	561	48.94
5909	ENSG00000211796	329	43.34
1264	ENSG00000211797	484	45.87
5412	ENSG00000211799	467	45.07
3902	ENSG00000211800	406	45
3903	ENSG00000211801	343	45.86
5411	ENSG00000211803	409	43.42
1990	ENSG00000211804	365	41.84
1231	ENSG00000211805	343	44.64
1972	ENSG00000211806	403	43.5
161	ENSG00000211807	537	43.6
163	ENSG00000211809	425	47.42
167	ENSG00000211810	469	42.02
168	ENSG00000211812	327	44.4
169	ENSG00000211814	330	43.45
171	ENSG00000211817	395	47.98
208	ENSG00000211820	336	44.44
279	ENSG00000211825	51	45.1
273	ENSG00000211829	720	43.66
1870	ENSG00000211890	1320	60.69
2758	ENSG00000211892	2597	63.6
2755	ENSG00000211893	2594	63.42
3001	ENSG00000211895	1310	60.69
3000	ENSG00000211896	2619	63
2997	ENSG00000211897	2751	62.97
5827	ENSG00000211898	1678	59.36
5344	ENSG00000211899	1683	61.83
3405	ENSG00000211900	61	54.1
11046	ENSG00000211933	415	54.02
7891	ENSG00000211934	417	56.37
5174	ENSG00000211935	395	56.04
11023	ENSG00000211937	378	53.88
11232	ENSG00000211938	430	52.72
5159	ENSG00000211941	473	51.93
9277	ENSG00000211942	430	51.59
10935	ENSG00000211943	437	50.56
8077	ENSG00000211945	410	56.48
9841	ENSG00000211946	415	52.32
12124	ENSG00000211947	430	52.17
8065	ENSG00000211949	432	51.21
9703	ENSG00000211950	411	55.85
12122	ENSG00000211951	381	53.75
5154	ENSG00000211955	431	52.44
12121	ENSG00000211956	400	55.69
8829	ENSG00000211959	425	54.53
11792	ENSG00000211962	655	51.35
8942	ENSG00000211964	432	50.47
9811	ENSG00000211965	439	50.55
10735	ENSG00000211966	410	58.01
8800	ENSG00000211967	571	53.87
10875	ENSG00000211968	414	55.31
11759	ENSG00000211970	457	55.84
11155	ENSG00000211972	427	52.08
7837	ENSG00000211973	412	55.42
10856	ENSG00000211974	434	53.08
8776	ENSG00000211976	437	54.07
8775	ENSG00000211978	295	57.29
16306	ENSG00000212123	1640	66.72
15635	ENSG00000212124	1002	40.52
16528	ENSG00000212126	1000	38.5
8255	ENSG00000212127	1858	36.14
16527	ENSG00000212128	1637	35.92
1573	ENSG00000212168	65	29.23
18226	ENSG00000212171	98	52.04
4847	ENSG00000212176	107	59.81
3351	ENSG00000212187	122	43.44
1572	ENSG00000212232	237	49.79
42	ENSG00000212279	70	41.43
6045	ENSG00000212283	114	47.37
5388	ENSG00000212296	80	31.25
18240	ENSG00000212304	90	47.78
18233	ENSG00000212309	85	36.47
18218	ENSG00000212443	249	39.36
3597	ENSG00000212541	108	37.96
1338	ENSG00000212607	131	52.67
3993	ENSG00000212611	70	35.71
16564	ENSG00000212657	1554	58.17
9142	ENSG00000212664	555	46.13
9760	ENSG00000212694	1521	58.94
15294	ENSG00000212710	4313	38.15
16024	ENSG00000212719	7914	41.99
10317	ENSG00000212743	2447	41.36
13623	ENSG00000212789	1110	46.31
16813	ENSG00000212802	615	53.82
1506	ENSG00000212864	1135	68.39
33	ENSG00000212907	297	43.1
3976	ENSG00000212916	3516	44.99
5115	ENSG00000212939	3894	57.86
16093	ENSG00000212978	2532	45.77
5892	ENSG00000212993	4765	40.09
16934	ENSG00000213003	469	43.28
7745	ENSG00000213015	1707	57.45
4246	ENSG00000213018	432	50.23
16744	ENSG00000213020	4796	46.11
4179	ENSG00000213024	3590	54.29
13084	ENSG00000213025	357	44.26
7812	ENSG00000213026	498	51.81
7676	ENSG00000213033	1212	44.14
12096	ENSG00000213036	575	38.61
10823	ENSG00000213047	8378	34.32
2756	ENSG00000213050	747	47.52
953	ENSG00000213051	893	41.88
9351	ENSG00000213057	2577	49.25
8667	ENSG00000213058	357	53.78
5535	ENSG00000213064	11040	43.37
15755	ENSG00000213066	14166	41.02
2947	ENSG00000213067	964	46.47
9631	ENSG00000213071	2498	41.63
11347	ENSG00000213073	3131	46.53
9240	ENSG00000213075	1558	38.06
16297	ENSG00000213079	5057	37.66
3761	ENSG00000213080	1097	44.21
8978	ENSG00000213085	1976	46.23
4096	ENSG00000213087	398	46.98
7283	ENSG00000213089	722	46.12
16731	ENSG00000213090	2765	38.19
10058	ENSG00000213096	4244	41.43
16106	ENSG00000213104	865	44.21
10671	ENSG00000213117	886	43
13498	ENSG00000213121	1212	36.03
767	ENSG00000213123	800	45.15
10334	ENSG00000213131	708	46.71
10870	ENSG00000213139	1536	37.09
1610	ENSG00000213144	545	52.11
407	ENSG00000213145	2241	68.07
8979	ENSG00000213149	909	58.97
6159	ENSG00000213160	4077	42.29
1093	ENSG00000213169	762	60.24
5468	ENSG00000213172	418	45.45
4628	ENSG00000213178	410	41.46
12828	ENSG00000213184	1024	49.71
14867	ENSG00000213185	745	41.03
1589	ENSG00000213186	4615	42.27
891	ENSG00000213189	346	39.31
652	ENSG00000213190	4075	46.4
4831	ENSG00000213194	693	39.83
8160	ENSG00000213197	694	52.88
5545	ENSG00000213199	2232	63.56
8074	ENSG00000213203	4420	45.73
7980	ENSG00000213204	2301	38.54
16463	ENSG00000213213	2321	59.17
3154	ENSG00000213214	2431	45.36
639	ENSG00000213221	2934	64.59
14682	ENSG00000213222	1027	62.8
11943	ENSG00000213225	2235	59.02
3884	ENSG00000213231	1724	49.78
9972	ENSG00000213235	1414	45.26
6512	ENSG00000213236	728	42.45
3474	ENSG00000213240	3411	40.62
7543	ENSG00000213246	1643	47.01
2234	ENSG00000213250	1226	50.41
10012	ENSG00000213252	1499	40.16
18020	ENSG00000213260	730	42.33
2169	ENSG00000213261	673	46.66
12643	ENSG00000213269	761	42.31
10442	ENSG00000213275	396	59.09
6061	ENSG00000213279	2379	55.07
784	ENSG00000213280	448	52.9
606	ENSG00000213281	4449	39
1756	ENSG00000213290	1214	50.75
17913	ENSG00000213293	412	60.19
9456	ENSG00000213297	2651	45.83
5960	ENSG00000213300	1006	43.94
5335	ENSG00000213307	530	57.36
9205	ENSG00000213315	459	49.89
15749	ENSG00000213326	586	47.78
5303	ENSG00000213331	674	50.99
14351	ENSG00000213337	4965	51.61
14017	ENSG00000213339	2034	52.81
17870	ENSG00000213341	4845	38.39
14999	ENSG00000213347	2279	58.63
151	ENSG00000213352	1007	50.74
2510	ENSG00000213361	319	59.87
3750	ENSG00000213362	551	49.55
6340	ENSG00000213363	605	54.21
4412	ENSG00000213366	4321	46.7
3841	ENSG00000213370	644	45.5
9629	ENSG00000213371	880	37.84
5703	ENSG00000213373	1958	48.73
18012	ENSG00000213376	1003	53.04
17099	ENSG00000213380	2262	52.29
16110	ENSG00000213383	870	40.92
11237	ENSG00000213390	5525	42.77
17702	ENSG00000213397	1927	58.62
1002	ENSG00000213398	1507	58.67
6521	ENSG00000213399	793	59.65
10963	ENSG00000213402	1292	63.76
5921	ENSG00000213406	926	45.79
2726	ENSG00000213413	1583	56.74
7505	ENSG00000213414	1561	59.83
3604	ENSG00000213420	2532	55.45
15532	ENSG00000213430	1726	41.77
4423	ENSG00000213434	696	50.43
8816	ENSG00000213438	760	64.47
5307	ENSG00000213442	528	60.23
14733	ENSG00000213443	844	42.3
10591	ENSG00000213445	3628	60.73
2773	ENSG00000213453	584	47.95
16585	ENSG00000213462	2719	45.75
16530	ENSG00000213463	7015	39.54
10997	ENSG00000213465	1228	55.34
12473	ENSG00000213468	2926	40.91
4034	ENSG00000213478	684	55.99
5423	ENSG00000213480	913	53.67
4993	ENSG00000213492	1663	38.48
7311	ENSG00000213493	1451	60.51
6736	ENSG00000213500	1454	48.76
3187	ENSG00000213512	2454	37.88
15105	ENSG00000213513	1540	57.27
15103	ENSG00000213514	3711	49.2
1401	ENSG00000213516	5084	41.18
12073	ENSG00000213523	2107	45.85
11156	ENSG00000213533	4769	48.39
13662	ENSG00000213539	1002	54.96
12070	ENSG00000213551	3032	40
5232	ENSG00000213553	954	53.56
8254	ENSG00000213557	380	44.21
1971	ENSG00000213560	556	43.88
2564	ENSG00000213563	2476	67.88
15940	ENSG00000213569	611	39.12
14041	ENSG00000213574	622	46.78
13106	ENSG00000213585	1953	47.42
2598	ENSG00000213588	2716	53.65
8185	ENSG00000213593	1697	45.19
15157	ENSG00000213598	376	45.21
588	ENSG00000213600	367	57.49
14045	ENSG00000213609	795	53.21
15513	ENSG00000213613	523	46.27
7008	ENSG00000213614	6909	45.73
13289	ENSG00000213619	1769	48.67
18080	ENSG00000213621	886	52.71
11145	ENSG00000213625	4625	40.78
7599	ENSG00000213626	2933	46.97
11022	ENSG00000213638	1620	60.3
13379	ENSG00000213639	4893	38.98
10822	ENSG00000213648	1390	55.97
3820	ENSG00000213650	669	45.12
14162	ENSG00000213654	1476	52.73
9299	ENSG00000213658	2443	58.04
9763	ENSG00000213661	561	55.97
6035	ENSG00000213667	1023	43.89
9711	ENSG00000213672	2989	56.62
3305	ENSG00000213673	885	50.73
15456	ENSG00000213676	2624	51.45
1320	ENSG00000213683	760	47.24
7969	ENSG00000213684	1005	41.19
16373	ENSG00000213689	1471	62.72
8319	ENSG00000213693	2181	50.02
2355	ENSG00000213694	8505	48.5
11907	ENSG00000213698	845	41.78
9525	ENSG00000213699	3898	52.66
304	ENSG00000213713	895	48.04
16466	ENSG00000213714	694	48.46
12809	ENSG00000213719	1560	51
9078	ENSG00000213722	1688	59.86
17073	ENSG00000213740	1160	46.96
17110	ENSG00000213741	7062	43.43
16255	ENSG00000213742	4666	41.18
14836	ENSG00000213753	3282	45.66
4520	ENSG00000213757	787	42.57
17133	ENSG00000213760	1588	49.67
4748	ENSG00000213762	4914	46.33
5255	ENSG00000213763	1123	58.33
15040	ENSG00000213772	337	44.21
15672	ENSG00000213778	963	47.59
7217	ENSG00000213780	1735	51.16
8373	ENSG00000213782	2689	40.84
612	ENSG00000213790	1189	39.11
17689	ENSG00000213799	6351	44.15
10157	ENSG00000213809	2064	34.92
4259	ENSG00000213820	659	59.94
685	ENSG00000213839	708	47.32
1345	ENSG00000213842	992	38.41
3045	ENSG00000213846	1830	46
5896	ENSG00000213849	371	46.09
11299	ENSG00000213853	5197	48.31
5087	ENSG00000213856	850	48
132	ENSG00000213857	1060	58.3
11260	ENSG00000213859	3051	60.44
16829	ENSG00000213862	792	53.66
8441	ENSG00000213864	676	45.86
3056	ENSG00000213865	1835	40.76
16145	ENSG00000213866	975	56.41
671	ENSG00000213867	425	46.12
15503	ENSG00000213872	409	48.17
3643	ENSG00000213876	663	52.79
11959	ENSG00000213881	871	41.68
4568	ENSG00000213885	611	56.96
270	ENSG00000213888	1943	59.44
1532	ENSG00000213889	1953	54.85
11338	ENSG00000213891	1204	52.33
10815	ENSG00000213901	2221	50.45
11522	ENSG00000213903	4110	53.67
11845	ENSG00000213904	2383	46.03
5268	ENSG00000213906	3092	55.7
15569	ENSG00000213918	8552	49.35
17038	ENSG00000213920	889	50.8
15061	ENSG00000213923	2791	55.79
12019	ENSG00000213927	879	51.45
13215	ENSG00000213928	1838	53.95
8767	ENSG00000213930	2566	50.16
2041	ENSG00000213935	373	43.16
645	ENSG00000213937	2050	64.49
6768	ENSG00000213939	402	47.26
8768	ENSG00000213942	377	46.15
14363	ENSG00000213949	10757	36.8
16975	ENSG00000213962	1498	40.19
16240	ENSG00000213963	5202	40.17
16269	ENSG00000213965	2967	46.13
10669	ENSG00000213967	2473	37.37
8357	ENSG00000213976	1764	37.56
13054	ENSG00000213977	1377	57.28
5523	ENSG00000213983	3298	55.18
12164	ENSG00000213985	1185	42.44
14765	ENSG00000213988	2310	41
11307	ENSG00000213995	2659	50.13
5490	ENSG00000213997	737	53.19
11271	ENSG00000213999	1683	54.45
7733	ENSG00000214013	7781	40.5
9263	ENSG00000214019	1590	43.14
13826	ENSG00000214021	5282	50.19
8094	ENSG00000214022	3292	62.28
12856	ENSG00000214026	919	62.94
8857	ENSG00000214027	534	41.2
2760	ENSG00000214029	15455	39.65
17123	ENSG00000214045	1544	57.97
10692	ENSG00000214046	2776	47.85
12212	ENSG00000214063	2777	65.01
2089	ENSG00000214076	3730	58.95
1430	ENSG00000214077	1067	47.52
11871	ENSG00000214078	2147	43.12
5326	ENSG00000214087	2343	56.96
5675	ENSG00000214102	3061	39.7
1986	ENSG00000214106	6706	40.56
1739	ENSG00000214110	998	44.69
11480	ENSG00000214113	7312	43.41
9355	ENSG00000214114	2818	44.31
16709	ENSG00000214121	596	45.64
1329	ENSG00000214135	1552	45.89
2633	ENSG00000214140	3372	55
4316	ENSG00000214144	1941	44.67
2036	ENSG00000214145	2880	49.49
2974	ENSG00000214160	1697	51.41
5529	ENSG00000214174	3425	41.33
3646	ENSG00000214176	5014	51.2
10081	ENSG00000214182	1162	44.58
17707	ENSG00000214185	2398	40.2
1860	ENSG00000214188	1576	38.94
17985	ENSG00000214189	3941	43.8
1943	ENSG00000214192	440	43.41
12052	ENSG00000214193	3182	54.09
2270	ENSG00000214194	1070	37.39
1175	ENSG00000214198	3963	42.57
4690	ENSG00000214199	1346	46.58
6066	ENSG00000214203	787	45.62
10600	ENSG00000214212	1223	49.77
1902	ENSG00000214215	2184	42.79
9309	ENSG00000214223	962	47.51
10614	ENSG00000214226	2013	44.82
9184	ENSG00000214249	2353	40.97
4463	ENSG00000214253	1005	51.92
9621	ENSG00000214262	1779	36.14
4221	ENSG00000214265	1325	38.54
10311	ENSG00000214274	1222	43.52
3636	ENSG00000214279	4904	45.97
3887	ENSG00000214290	1414	45.23
16519	ENSG00000214293	2029	43.28
9198	ENSG00000214297	1076	56.78
5123	ENSG00000214300	3185	50.81
2096	ENSG00000214309	1502	65.43
13332	ENSG00000214322	458	48.03
11619	ENSG00000214331	2355	46.88
16408	ENSG00000214338	4077	39.44
4598	ENSG00000214353	4853	52.5
14788	ENSG00000214357	6424	50.74
15137	ENSG00000214367	5620	37.25
6795	ENSG00000214380	618	41.04
13924	ENSG00000214389	784	43.11
13492	ENSG00000214391	1613	51.27
15989	ENSG00000214401	666	45.58
11342	ENSG00000214402	3706	64.06
9637	ENSG00000214407	2051	38.36
952	ENSG00000214413	4712	38.64
10877	ENSG00000214424	1610	45.9
12824	ENSG00000214425	5372	42.83
17791	ENSG00000214435	2404	43.69
7638	ENSG00000214439	1194	36.83
12180	ENSG00000214455	915	48.63
4997	ENSG00000214456	2470	55.3
10861	ENSG00000214460	514	43.77
5967	ENSG00000214485	747	43.51
3164	ENSG00000214517	4055	38.65
10062	ENSG00000214530	1963	54.42
4977	ENSG00000214534	3442	36.63
8681	ENSG00000214535	391	46.29
15471	ENSG00000214541	413	45.04
983	ENSG00000214548	17218	51.68
578	ENSG00000214552	627	46.73
1815	ENSG00000214558	2436	46.22
15331	ENSG00000214561	1289	44.45
15314	ENSG00000214562	5543	56.96
12429	ENSG00000214584	1028	44.16
15643	ENSG00000214595	8320	40.81
5220	ENSG00000214612	434	58.53
11483	ENSG00000214653	1137	45.91
742	ENSG00000214654	1661	42.95
14759	ENSG00000214655	6075	54.46
1293	ENSG00000214688	4836	55.39
11608	ENSG00000214694	4523	41.52
10161	ENSG00000214700	957	46.88
3878	ENSG00000214706	2275	59.19
16206	ENSG00000214711	3787	43.65
15104	ENSG00000214717	4510	49.61
2175	ENSG00000214719	3219	45.64
13675	ENSG00000214736	637	50.87
8191	ENSG00000214748	78	64.1
15200	ENSG00000214753	5106	46.07
9892	ENSG00000214756	2870	52.54
15332	ENSG00000214765	3006	37.6
8457	ENSG00000214776	7870	37.8
14149	ENSG00000214783	6466	51.23
13988	ENSG00000214784	817	42.35
3501	ENSG00000214787	1125	38.8
17939	ENSG00000214810	311	48.25
6128	ENSG00000214812	557	48.34
9340	ENSG00000214815	1549	56.17
13130	ENSG00000214820	1089	59.78
12311	ENSG00000214826	2947	52.17
13999	ENSG00000214827	2274	38.67
980	ENSG00000214832	1132	48.51
5067	ENSG00000214837	3841	45.53
1742	ENSG00000214842	3724	34.45
8835	ENSG00000214846	666	50.45
12231	ENSG00000214851	2213	39.75
152	ENSG00000214870	907	42.34
17347	ENSG00000214872	1649	53.84
15702	ENSG00000214881	345	48.7
10264	ENSG00000214892	3183	39.84
11280	ENSG00000214894	2052	47.09
11048	ENSG00000214900	4279	45.43
12057	ENSG00000214908	741	44.4
3476	ENSG00000214922	2835	45.94
14410	ENSG00000214940	1565	47.51
10019	ENSG00000214941	2008	44.09
11303	ENSG00000214944	8285	39.36
14176	ENSG00000214954	1861	36.91
9316	ENSG00000214960	5524	36.64
15523	ENSG00000214961	1372	41.84
13821	ENSG00000214967	1331	46.1
3362	ENSG00000214973	640	50.78
12170	ENSG00000214975	499	47.7
785	ENSG00000214980	1486	57.94
6988	ENSG00000214999	1804	61.8
6227	ENSG00000215006	321	64.17
17839	ENSG00000215007	1194	41.54
17496	ENSG00000215012	6785	55.11
11718	ENSG00000215014	2101	48.88
14877	ENSG00000215016	453	46.36
14917	ENSG00000215021	1518	53.17
8225	ENSG00000215030	636	61.32
9800	ENSG00000215035	1057	50.43
6495	ENSG00000215039	2364	49.5
13747	ENSG00000215041	5200	57.23
15568	ENSG00000215045	3636	54.43
8397	ENSG00000215048	1560	48.08
10340	ENSG00000215057	1601	53.65
15613	ENSG00000215067	1730	43.3
6582	ENSG00000215068	2423	47.14
10987	ENSG00000215086	894	41.05
16147	ENSG00000215102	1115	39.01
5572	ENSG00000215105	6081	40.31
7956	ENSG00000215114	5068	38.03
10007	ENSG00000215126	3334	36.14
6802	ENSG00000215154	2748	54.23
16913	ENSG00000215156	3598	60.14
16914	ENSG00000215158	5001	38.71
17831	ENSG00000215183	670	51.74
9470	ENSG00000215190	2622	45.68
18170	ENSG00000215193	18445	48.63
15349	ENSG00000215196	2941	43.6
3048	ENSG00000215199	738	43.09
13696	ENSG00000215210	1168	48.12
14835	ENSG00000215221	382	52.62
10222	ENSG00000215244	3086	43.91
17397	ENSG00000215251	2874	44.53
12660	ENSG00000215252	6488	47.09
10042	ENSG00000215256	2852	43.99
13442	ENSG00000215267	895	39.24
11024	ENSG00000215271	4971	45.43
1004	ENSG00000215277	1670	41.14
3289	ENSG00000215284	655	45.04
17845	ENSG00000215301	7473	42.76
5089	ENSG00000215302	1502	40.29
8004	ENSG00000215305	2750	48.8
6730	ENSG00000215319	1231	40.62
288	ENSG00000215347	898	50.11
14297	ENSG00000215349	1033	44.05
4441	ENSG00000215367	690	43.48
12386	ENSG00000215375	2956	65.54
12225	ENSG00000215388	1114	55.12
12671	ENSG00000215414	741	41.97
15088	ENSG00000215417	2845	44.48
8190	ENSG00000215421	7948	37.97
12419	ENSG00000215424	2539	46.48
2806	ENSG00000215440	4684	56.79
13496	ENSG00000215441	2364	41.03
5416	ENSG00000215458	4598	60.18
15204	ENSG00000215467	435	52.41
4046	ENSG00000215472	1440	43.63
6625	ENSG00000215475	7057	44.65
9113	ENSG00000215482	449	38.75
17998	ENSG00000215483	3541	43
17026	ENSG00000215492	963	47.35
4029	ENSG00000215493	1703	48.09
7073	ENSG00000215529	3961	46.92
14894	ENSG00000215533	989	39.07
16032	ENSG00000215548	931	36.09
13321	ENSG00000215559	3717	37.2
11093	ENSG00000215571	1711	59.79
16644	ENSG00000215572	1257	64.52
9662	ENSG00000215580	5093	39.41
12719	ENSG00000215595	1604	47.58
694	ENSG00000215630	584	50.96
15227	ENSG00000215695	1854	42.83
6562	ENSG00000215712	4043	43.34
4523	ENSG00000215717	3730	43.73
3648	ENSG00000215769	2732	47.76
3061	ENSG00000215784	2397	40.17
10602	ENSG00000215788	3483	59.7
14401	ENSG00000215790	6293	52.17
11755	ENSG00000215817	4432	43.43
5073	ENSG00000215835	1969	54.7
1110	ENSG00000215837	2001	47.52
7730	ENSG00000215845	813	60.15
1622	ENSG00000215883	5777	48.99
6033	ENSG00000215895	1960	46.43
13429	ENSG00000215908	2773	52.04
13288	ENSG00000215912	8814	59.48
9769	ENSG00000215915	3859	56.98
2699	ENSG00000216285	765	56.21
10262	ENSG00000216331	574	50.93
2353	ENSG00000216490	2116	56.8
16658	ENSG00000216624	2141	41.04
6814	ENSG00000216657	1038	43.35
14226	ENSG00000216740	1008	46.83
7472	ENSG00000216809	2524	44.93
16262	ENSG00000216863	2819	41.2
14427	ENSG00000216866	883	60.82
426	ENSG00000216895	1356	42.24
10754	ENSG00000216937	4158	37.33
16836	ENSG00000217027	519	41.04
9250	ENSG00000217060	1590	45.68
11656	ENSG00000217128	6589	37.77
8453	ENSG00000217130	498	52.01
3719	ENSG00000217139	1348	46.14
13762	ENSG00000217165	2632	36.02
10253	ENSG00000217239	354	46.89
15872	ENSG00000217241	552	37.86
10644	ENSG00000217275	499	51.9
16296	ENSG00000217289	1152	56.25
14343	ENSG00000217325	903	58.36
17352	ENSG00000217414	2007	40.76
7937	ENSG00000217416	387	43.41
16343	ENSG00000217527	404	50
10031	ENSG00000217539	1633	43.17
10189	ENSG00000217555	669	41.69
8987	ENSG00000217576	3796	40.32
869	ENSG00000217624	735	42.86
15877	ENSG00000217648	1138	45.61
4981	ENSG00000217716	494	53.24
16028	ENSG00000217801	1219	64.27
14203	ENSG00000217835	908	49.89
5502	ENSG00000217930	806	56.77
1431	ENSG00000217950	1944	59.41
16422	ENSG00000218018	1540	59.44
15411	ENSG00000218027	1592	45.04
15840	ENSG00000218069	493	36.92
996	ENSG00000218073	486	56.17
10397	ENSG00000218175	345	53.91
3889	ENSG00000218208	447	42.28
147	ENSG00000218226	2226	43.45
5578	ENSG00000218227	591	55.16
12860	ENSG00000218265	780	45.51
8782	ENSG00000218283	967	43.74
8574	ENSG00000218305	1719	40.84
7962	ENSG00000218350	695	44.75
12499	ENSG00000218418	5914	44.37
13497	ENSG00000218426	447	54.14
10293	ENSG00000218502	387	50.39
4067	ENSG00000218510	1518	47.63
1741	ENSG00000218537	1476	59.69
6177	ENSG00000218565	1473	44.27
17615	ENSG00000218582	1007	53.03
12035	ENSG00000218676	1522	43.17
16486	ENSG00000218739	3158	38.06
2601	ENSG00000218754	528	57.58
10760	ENSG00000218803	654	51.38
8865	ENSG00000218809	365	53.7
3465	ENSG00000218823	4262	40.47
14241	ENSG00000218890	1479	45.91
9873	ENSG00000218891	2899	64.6
17354	ENSG00000218976	1314	54.79
17571	ENSG00000218980	280	49.64
11419	ENSG00000219023	392	47.19
15452	ENSG00000219085	874	39.24
6098	ENSG00000219102	1063	43.65
10227	ENSG00000219146	771	45.65
12895	ENSG00000219200	1485	57.04
706	ENSG00000219201	921	41.15
11466	ENSG00000219294	1656	48.91
2093	ENSG00000219391	261	47.89
17772	ENSG00000219410	1622	46.39
10613	ENSG00000219451	428	49.77
13382	ENSG00000219481	5932	43.99
6711	ENSG00000219487	664	38.86
8171	ENSG00000219507	514	49.42
15118	ENSG00000219545	2386	37.6
12097	ENSG00000219553	723	41.49
4721	ENSG00000219565	4912	43.71
16697	ENSG00000219607	4907	56.29
17077	ENSG00000219626	2616	43.18
330	ENSG00000219665	4000	44.43
8320	ENSG00000219682	1401	45.18
4102	ENSG00000219747	405	51.11
15838	ENSG00000219881	981	47.91
10230	ENSG00000219891	1657	43.49
5534	ENSG00000219928	174	52.3
9437	ENSG00000219951	994	52.62
15784	ENSG00000219986	488	43.44
15363	ENSG00000220008	2241	69.75
14207	ENSG00000220201	2303	55.51
2066	ENSG00000220205	2153	58.14
1445	ENSG00000220267	1108	58.21
2745	ENSG00000220391	991	63.67
5710	ENSG00000220412	1779	44.52
13118	ENSG00000220472	730	52.74
9055	ENSG00000220517	1237	55.3
8162	ENSG00000220583	363	57.02
14753	ENSG00000220585	1997	40.81
13340	ENSG00000220695	777	36.04
10371	ENSG00000220744	891	40.52
4186	ENSG00000220785	2624	52.54
317	ENSG00000220804	1235	39.11
15916	ENSG00000220842	483	43.27
8911	ENSG00000220848	460	51.74
155	ENSG00000220924	449	43.43
4319	ENSG00000221063	92	57.61
3589	ENSG00000221300	60	41.67
1038	ENSG00000221325	76	48.68
4845	ENSG00000221333	116	34.48
1339	ENSG00000221420	178	38.76
3178	ENSG00000221491	137	50.36
